,pos,sentence_idx,,word,tag,,,,,,,,,,,,,,
40305,IN,1810,,of,O,,,,,,,,,,,,,,
40306,NNP,1810,,Qingdao,B-geo,,,,,,,,,,,,,,
40307,IN,1810,,during,O,,,,,,,,,,,,,,
40308,DT,1810,,the,O,,,,,,,,,,,,,,
40309,NNP,1810,,Beijing,B-eve,,,,,,,,,,,,,,
40310,NNPS,1810,,Games,I-eve,,,,,,,,,,,,,,
40311,TO,1810,,to,O,,,,,,,,,,,,,,
40312,VB,1810,,watch,O,,,,,,,,,,,,,,
40313,IN,1810,,for,O,,,,,,,,,,,,,,
40314,JJ,1810,,suspicious,O,,,,,,,,,,,,,,
40315,NNS,1810,,activities,O,,,,,,,,,,,,,,
40316,.,1810,,.,O,,,,,,,,,,,,,,
40317,DT,1811,,The,O,,,,,,,,,,,,,,
40318,JJ,1811,,state-run,O,,,,,,,,,,,,,,
40319,NNP,1811,,Xinhua,B-org,,,,,,,,,,,,,,
40320,NN,1811,,news,O,,,,,,,,,,,,,,
40321,NN,1811,,agency,O,,,,,,,,,,,,,,
40322,VBZ,1811,,says,O,,,,,,,,,,,,,,
40323,NN,1811,,police,O,,,,,,,,,,,,,,
40324,VBD,1811,,tested,O,,,,,,,,,,,,,,
40325,CD,1811,,one,O,,,,,,,,,,,,,,
40326,IN,1811,,of,O,,,,,,,,,,,,,,
40327,DT,1811,,the,O,,,,,,,,,,,,,,
40328,NNS,1811,,drones,O,,,,,,,,,,,,,,
40329,NNP,1811,,Friday,B-tim,,,,,,,,,,,,,,
40330,IN,1811,,during,O,,,,,,,,,,,,,,
40331,DT,1811,,a,O,,,,,,,,,,,,,,
40332,NN,1811,,drill,O,,,,,,,,,,,,,,
40333,IN,1811,,in,O,,,,,,,,,,,,,,
40334,DT,1811,,the,O,,,,,,,,,,,,,,
40335,NNP,1811,,Shandong,B-geo,,,,,,,,,,,,,,
40336,JJ,1811,,provincial,O,,,,,,,,,,,,,,
40337,NN,1811,,capital,O,,,,,,,,,,,,,,
40338,IN,1811,,of,O,,,,,,,,,,,,,,
40339,NNP,1811,,Jinan,B-geo,,,,,,,,,,,,,,
40340,",",1811,,",",O,,,,,,,,,,,,,,
40341,RB,1811,,not,O,,,,,,,,,,,,,,
40342,RB,1811,,far,O,,,,,,,,,,,,,,
40343,IN,1811,,from,O,,,,,,,,,,,,,,
40344,NNP,1811,,Qingdao,B-geo,,,,,,,,,,,,,,
40345,.,1811,,.,O,,,,,,,,,,,,,,
40346,NNS,1812,,Reports,O,,,,,,,,,,,,,,
40347,VBP,1812,,say,O,,,,,,,,,,,,,,
40348,PRP,1812,,it,O,,,,,,,,,,,,,,
40349,VBZ,1812,,is,O,,,,,,,,,,,,,,
40350,DT,1812,,the,O,,,,,,,,,,,,,,
40351,JJ,1812,,first,O,,,,,,,,,,,,,,
40352,NN,1812,,time,O,,,,,,,,,,,,,,
40353,IN,1812,,that,O,,,,,,,,,,,,,,
40354,NNP,1812,,China,B-geo,,,,,,,,,,,,,,
40355,VBZ,1812,,has,O,,,,,,,,,,,,,,
40356,VBN,1812,,used,O,,,,,,,,,,,,,,
40357,DT,1812,,the,O,,,,,,,,,,,,,,
40358,JJ,1812,,unmanned,O,,,,,,,,,,,,,,
40359,",",1812,,",",O,,,,,,,,,,,,,,
40360,JJ,1812,,low-flying,O,,,,,,,,,,,,,,
40361,NN,1812,,reconnaissance,O,,,,,,,,,,,,,,
40362,NN,1812,,aircraft,O,,,,,,,,,,,,,,
40363,.,1812,,.,O,,,,,,,,,,,,,,
40364,NNP,1813,,Xinhua,B-org,,,,,,,,,,,,,,
40365,VBZ,1813,,says,O,,,,,,,,,,,,,,
40366,DT,1813,,the,O,,,,,,,,,,,,,,
40367,NNS,1813,,drones,O,,,,,,,,,,,,,,
40368,MD,1813,,will,O,,,,,,,,,,,,,,
40369,VB,1813,,scout,O,,,,,,,,,,,,,,
40370,RP,1813,,out,O,,,,,,,,,,,,,,
40371,JJ,1813,,suspicious,O,,,,,,,,,,,,,,
40372,NN,1813,,activity,O,,,,,,,,,,,,,,
40373,CC,1813,,and,O,,,,,,,,,,,,,,
40374,NN,1813,,transmit,O,,,,,,,,,,,,,,
40375,NNS,1813,,photos,O,,,,,,,,,,,,,,
40376,CC,1813,,and,O,,,,,,,,,,,,,,
40377,NN,1813,,video,O,,,,,,,,,,,,,,
40378,RB,1813,,back,O,,,,,,,,,,,,,,
40379,TO,1813,,to,O,,,,,,,,,,,,,,
40380,DT,1813,,a,O,,,,,,,,,,,,,,
40381,NN,1813,,command,O,,,,,,,,,,,,,,
40382,NN,1813,,station,O,,,,,,,,,,,,,,
40383,.,1813,,.,O,,,,,,,,,,,,,,
40384,PRP,1814,,It,O,,,,,,,,,,,,,,
40385,VBD,1814,,did,O,,,,,,,,,,,,,,
40386,RB,1814,,not,O,,,,,,,,,,,,,,
40387,VB,1814,,say,O,,,,,,,,,,,,,,
40388,WP,1814,,what,O,,,,,,,,,,,,,,
40389,NNS,1814,,threats,O,,,,,,,,,,,,,,
40390,DT,1814,,the,O,,,,,,,,,,,,,,
40391,NN,1814,,sailing,O,,,,,,,,,,,,,,
40392,NN,1814,,event,O,,,,,,,,,,,,,,
40393,MD,1814,,could,O,,,,,,,,,,,,,,
40394,VB,1814,,face,O,,,,,,,,,,,,,,
40395,.,1814,,.,O,,,,,,,,,,,,,,
40396,NNP,1815,,China,B-geo,,,,,,,,,,,,,,
40397,VBZ,1815,,has,O,,,,,,,,,,,,,,
40398,VBN,1815,,said,O,,,,,,,,,,,,,,
40399,NN,1815,,terrorism,O,,,,,,,,,,,,,,
40400,VBZ,1815,,is,O,,,,,,,,,,,,,,
40401,DT,1815,,the,O,,,,,,,,,,,,,,
40402,JJS,1815,,biggest,O,,,,,,,,,,,,,,
40403,NN,1815,,threat,O,,,,,,,,,,,,,,
40404,TO,1815,,to,O,,,,,,,,,,,,,,
40405,DT,1815,,the,O,,,,,,,,,,,,,,
40406,NNP,1815,,Beijing,B-geo,,,,,,,,,,,,,,
40407,NNS,1815,,games,O,,,,,,,,,,,,,,
40408,CC,1815,,and,O,,,,,,,,,,,,,,
40409,RB,1815,,already,O,,,,,,,,,,,,,,
40410,VBZ,1815,,claims,O,,,,,,,,,,,,,,
40411,TO,1815,,to,O,,,,,,,,,,,,,,
40412,VB,1815,,have,O,,,,,,,,,,,,,,
40413,VBN,1815,,foiled,O,,,,,,,,,,,,,,
40414,JJ,1815,,terrorist,O,,,,,,,,,,,,,,
40415,NNS,1815,,plots,O,,,,,,,,,,,,,,
40416,VBG,1815,,targeting,O,,,,,,,,,,,,,,
40417,NNS,1815,,athletes,O,,,,,,,,,,,,,,
40418,CC,1815,,and,O,,,,,,,,,,,,,,
40419,NNS,1815,,foreigners,O,,,,,,,,,,,,,,
40420,IN,1815,,during,O,,,,,,,,,,,,,,
40421,DT,1815,,the,O,,,,,,,,,,,,,,
40422,NNS,1815,,Olympics,O,,,,,,,,,,,,,,
40423,.,1815,,.,O,,,,,,,,,,,,,,
40424,NNP,1816,,Iran,B-geo,,,,,,,,,,,,,,
40425,POS,1816,,'s,O,,,,,,,,,,,,,,
40426,JJ,1816,,chief,O,,,,,,,,,,,,,,
40427,JJ,1816,,religious,O,,,,,,,,,,,,,,
40428,NN,1816,,leader,O,,,,,,,,,,,,,,
40429,VBZ,1816,,is,O,,,,,,,,,,,,,,
40430,VBG,1816,,urging,O,,,,,,,,,,,,,,
40431,JJ,1816,,Arab,B-gpe,,,,,,,,,,,,,,
40432,NNS,1816,,nations,O,,,,,,,,,,,,,,
40433,TO,1816,,to,O,,,,,,,,,,,,,,
40434,VB,1816,,boycott,O,,,,,,,,,,,,,,
40435,DT,1816,,an,O,,,,,,,,,,,,,,
40436,JJ,1816,,upcoming,O,,,,,,,,,,,,,,
40437,JJ,1816,,U.S.-hosted,O,,,,,,,,,,,,,,
40438,NN,1816,,peace,O,,,,,,,,,,,,,,
40439,NN,1816,,conference,O,,,,,,,,,,,,,,
40440,.,1816,,.,O,,,,,,,,,,,,,,
40441,NN,1817,,Supreme,O,,,,,,,,,,,,,,
40442,NN,1817,,Leader,O,,,,,,,,,,,,,,
40443,NNP,1817,,Ayatollah,B-per,,,,,,,,,,,,,,
40444,NNP,1817,,Ali,I-per,,,,,,,,,,,,,,
40445,NNP,1817,,Khamenei,I-per,,,,,,,,,,,,,,
40446,VBD,1817,,issued,O,,,,,,,,,,,,,,
40447,DT,1817,,the,O,,,,,,,,,,,,,,
40448,NN,1817,,call,O,,,,,,,,,,,,,,
40449,NNP,1817,,Saturday,B-tim,,,,,,,,,,,,,,
40450,IN,1817,,during,O,,,,,,,,,,,,,,
40451,DT,1817,,a,O,,,,,,,,,,,,,,
40452,NN,1817,,sermon,O,,,,,,,,,,,,,,
40453,IN,1817,,in,O,,,,,,,,,,,,,,
40454,NNP,1817,,Tehran,B-geo,,,,,,,,,,,,,,
40455,.,1817,,.,O,,,,,,,,,,,,,,
40456,DT,1818,,The,O,,,,,,,,,,,,,,
40457,NN,1818,,conference,O,,,,,,,,,,,,,,
40458,JJ,1818,,next,O,,,,,,,,,,,,,,
40459,NN,1818,,month,O,,,,,,,,,,,,,,
40460,VBZ,1818,,is,O,,,,,,,,,,,,,,
40461,VBN,1818,,aimed,O,,,,,,,,,,,,,,
40462,IN,1818,,at,O,,,,,,,,,,,,,,
40463,VBG,1818,,resolving,O,,,,,,,,,,,,,,
40464,DT,1818,,the,O,,,,,,,,,,,,,,
40465,NN,1818,,issue,O,,,,,,,,,,,,,,
40466,IN,1818,,of,O,,,,,,,,,,,,,,
40467,JJ,1818,,Palestinian,B-gpe,,,,,,,,,,,,,,
40468,NN,1818,,statehood,O,,,,,,,,,,,,,,
40469,",",1818,,",",O,,,,,,,,,,,,,,
40470,CC,1818,,but,O,,,,,,,,,,,,,,
40471,NNP,1818,,Ayatollah,B-per,,,,,,,,,,,,,,
40472,NNP,1818,,Khamenei,I-per,,,,,,,,,,,,,,
40473,VBZ,1818,,says,O,,,,,,,,,,,,,,
40474,DT,1818,,the,O,,,,,,,,,,,,,,
40475,JJ,1818,,real,O,,,,,,,,,,,,,,
40476,NN,1818,,goal,O,,,,,,,,,,,,,,
40477,VBZ,1818,,is,O,,,,,,,,,,,,,,
40478,TO,1818,,to,O,,,,,,,,,,,,,,
40479,VB,1818,,prop,O,,,,,,,,,,,,,,
40480,RP,1818,,up,O,,,,,,,,,,,,,,
40481,NNP,1818,,Israel,B-geo,,,,,,,,,,,,,,
40482,",",1818,,",",O,,,,,,,,,,,,,,
40483,WDT,1818,,which,O,,,,,,,,,,,,,,
40484,PRP,1818,,he,O,,,,,,,,,,,,,,
40485,VBD,1818,,called,O,,,,,,,,,,,,,,
40486,DT,1818,,the,O,,,,,,,,,,,,,,
40487,``,1818,,"""",O,,,,,,,,,,,,,,
40488,NNP,1818,,Zionist,O,,,,,,,,,,,,,,
40489,NN,1818,,regime,O,,,,,,,,,,,,,,
40490,.,1818,,.,O,,,,,,,,,,,,,,
40491,``,1818,,"""",O,,,,,,,,,,,,,,
40492,DT,1819,,The,O,,,,,,,,,,,,,,
40493,NN,1819,,cleric,O,,,,,,,,,,,,,,
40494,VBZ,1819,,says,O,,,,,,,,,,,,,,
40495,JJ,1819,,previous,O,,,,,,,,,,,,,,
40496,NN,1819,,peace,O,,,,,,,,,,,,,,
40497,NNS,1819,,conferences,O,,,,,,,,,,,,,,
40498,VBP,1819,,have,O,,,,,,,,,,,,,,
40499,VBN,1819,,been,O,,,,,,,,,,,,,,
40500,IN,1819,,at,O,,,,,,,,,,,,,,
40501,DT,1819,,the,O,,,,,,,,,,,,,,
40502,NN,1819,,expense,O,,,,,,,,,,,,,,
40503,IN,1819,,of,O,,,,,,,,,,,,,,
40504,DT,1819,,the,O,,,,,,,,,,,,,,
40505,JJ,1819,,Palestinian,B-gpe,,,,,,,,,,,,,,
40506,NNS,1819,,people,O,,,,,,,,,,,,,,
40507,.,1819,,.,O,,,,,,,,,,,,,,
40508,PRP,1820,,He,O,,,,,,,,,,,,,,
40509,VBD,1820,,questioned,O,,,,,,,,,,,,,,
40510,DT,1820,,the,O,,,,,,,,,,,,,,
40511,NN,1820,,need,O,,,,,,,,,,,,,,
40512,IN,1820,,for,O,,,,,,,,,,,,,,
40513,JJ,1820,,Arab,B-gpe,,,,,,,,,,,,,,
40514,NNS,1820,,states,O,,,,,,,,,,,,,,
40515,TO,1820,,to,O,,,,,,,,,,,,,,
40516,VB,1820,,attend,O,,,,,,,,,,,,,,
40517,DT,1820,,the,O,,,,,,,,,,,,,,
40518,NN,1820,,forum,O,,,,,,,,,,,,,,
40519,",",1820,,",",O,,,,,,,,,,,,,,
40520,IN,1820,,since,O,,,,,,,,,,,,,,
40521,DT,1820,,the,O,,,,,,,,,,,,,,
40522,NNS,1820,,Palestinians,B-gpe,,,,,,,,,,,,,,
40523,PRP,1820,,themselves,O,,,,,,,,,,,,,,
40524,VBP,1820,,are,O,,,,,,,,,,,,,,
40525,RB,1820,,not,O,,,,,,,,,,,,,,
40526,VBG,1820,,taking,O,,,,,,,,,,,,,,
40527,NN,1820,,part,O,,,,,,,,,,,,,,
40528,.,1820,,.,O,,,,,,,,,,,,,,
40529,PRP,1821,,He,O,,,,,,,,,,,,,,
40530,VBD,1821,,did,O,,,,,,,,,,,,,,
40531,RB,1821,,not,O,,,,,,,,,,,,,,
40532,VB,1821,,mention,O,,,,,,,,,,,,,,
40533,NNS,1821,,talks,O,,,,,,,,,,,,,,
40534,IN,1821,,between,O,,,,,,,,,,,,,,
40535,JJ,1821,,Israeli,B-gpe,,,,,,,,,,,,,,
40536,NNP,1821,,Prime,B-per,,,,,,,,,,,,,,
40537,NNP,1821,,Minister,I-per,,,,,,,,,,,,,,
40538,NNP,1821,,Ehud,I-per,,,,,,,,,,,,,,
40539,NNP,1821,,Olmert,I-per,,,,,,,,,,,,,,
40540,CC,1821,,and,O,,,,,,,,,,,,,,
40541,JJ,1821,,Palestinian,B-gpe,,,,,,,,,,,,,,
40542,NNP,1821,,President,B-per,,,,,,,,,,,,,,
40543,NNP,1821,,Mahmoud,I-per,,,,,,,,,,,,,,
40544,NNP,1821,,Abbas,I-per,,,,,,,,,,,,,,
40545,",",1821,,",",O,,,,,,,,,,,,,,
40546,VBG,1821,,preparing,O,,,,,,,,,,,,,,
40547,IN,1821,,for,O,,,,,,,,,,,,,,
40548,DT,1821,,the,O,,,,,,,,,,,,,,
40549,NN,1821,,conference,O,,,,,,,,,,,,,,
40550,.,1821,,.,O,,,,,,,,,,,,,,
40551,IN,1822,,In,O,,,,,,,,,,,,,,
40552,NNP,1822,,Saturday,B-tim,,,,,,,,,,,,,,
40553,POS,1822,,'s,O,,,,,,,,,,,,,,
40554,NN,1822,,sermon,O,,,,,,,,,,,,,,
40555,",",1822,,",",O,,,,,,,,,,,,,,
40556,DT,1822,,the,O,,,,,,,,,,,,,,
40557,NN,1822,,ayatollah,O,,,,,,,,,,,,,,
40558,RB,1822,,also,O,,,,,,,,,,,,,,
40559,VBD,1822,,blamed,O,,,,,,,,,,,,,,
40560,DT,1822,,the,O,,,,,,,,,,,,,,
40561,NNP,1822,,United,B-geo,,,,,,,,,,,,,,
40562,NNPS,1822,,States,I-geo,,,,,,,,,,,,,,
40563,IN,1822,,for,O,,,,,,,,,,,,,,
40564,DT,1822,,the,O,,,,,,,,,,,,,,
40565,NN,1822,,chaos,O,,,,,,,,,,,,,,
40566,IN,1822,,in,O,,,,,,,,,,,,,,
40567,NNP,1822,,Iraq,B-geo,,,,,,,,,,,,,,
40568,.,1822,,.,O,,,,,,,,,,,,,,
40569,NNS,1823,,Police,O,,,,,,,,,,,,,,
40570,IN,1823,,in,O,,,,,,,,,,,,,,
40571,NNP,1823,,Afghanistan,B-geo,,,,,,,,,,,,,,
40572,VBP,1823,,say,O,,,,,,,,,,,,,,
40573,JJ,1823,,Afghan,B-gpe,,,,,,,,,,,,,,
40574,CC,1823,,and,O,,,,,,,,,,,,,,
40575,NNP,1823,,NATO,B-org,,,,,,,,,,,,,,
40576,NNS,1823,,forces,O,,,,,,,,,,,,,,
40577,VBP,1823,,have,O,,,,,,,,,,,,,,
40578,VBN,1823,,killed,O,,,,,,,,,,,,,,
40579,CD,1823,,18,O,,,,,,,,,,,,,,
40580,NNP,1823,,Taleban,B-org,,,,,,,,,,,,,,
40581,NNS,1823,,rebels,O,,,,,,,,,,,,,,
40582,IN,1823,,in,O,,,,,,,,,,,,,,
40583,NNS,1823,,clashes,O,,,,,,,,,,,,,,
40584,IN,1823,,in,O,,,,,,,,,,,,,,
40585,DT,1823,,the,O,,,,,,,,,,,,,,
40586,NN,1823,,country,O,,,,,,,,,,,,,,
40587,POS,1823,,'s,O,,,,,,,,,,,,,,
40588,JJ,1823,,volatile,O,,,,,,,,,,,,,,
40589,JJ,1823,,southern,O,,,,,,,,,,,,,,
40590,NN,1823,,region,O,,,,,,,,,,,,,,
40591,.,1823,,.,O,,,,,,,,,,,,,,
40592,DT,1824,,The,O,,,,,,,,,,,,,,
40593,NN,1824,,fighting,O,,,,,,,,,,,,,,
40594,VBD,1824,,took,O,,,,,,,,,,,,,,
40595,NN,1824,,place,O,,,,,,,,,,,,,,
40596,NNP,1824,,Tuesday,B-tim,,,,,,,,,,,,,,
40597,IN,1824,,near,O,,,,,,,,,,,,,,
40598,DT,1824,,the,O,,,,,,,,,,,,,,
40599,NN,1824,,village,O,,,,,,,,,,,,,,
40600,IN,1824,,of,O,,,,,,,,,,,,,,
40601,NNP,1824,,Garmser,B-geo,,,,,,,,,,,,,,
40602,IN,1824,,in,O,,,,,,,,,,,,,,
40603,NNP,1824,,Helmand,B-geo,,,,,,,,,,,,,,
40604,NN,1824,,province,O,,,,,,,,,,,,,,
40605,.,1824,,.,O,,,,,,,,,,,,,,
40606,EX,1825,,There,O,,,,,,,,,,,,,,
40607,VBD,1825,,were,O,,,,,,,,,,,,,,
40608,DT,1825,,no,O,,,,,,,,,,,,,,
40609,NNS,1825,,casualties,O,,,,,,,,,,,,,,
40610,VBN,1825,,reported,O,,,,,,,,,,,,,,
40611,IN,1825,,among,O,,,,,,,,,,,,,,
40612,DT,1825,,the,O,,,,,,,,,,,,,,
40613,NNP,1825,,NATO,B-org,,,,,,,,,,,,,,
40614,CC,1825,,and,O,,,,,,,,,,,,,,
40615,JJ,1825,,Afghan,B-gpe,,,,,,,,,,,,,,
40616,NNS,1825,,troops,O,,,,,,,,,,,,,,
40617,.,1825,,.,O,,,,,,,,,,,,,,
40618,RB,1826,,Also,O,,,,,,,,,,,,,,
40619,IN,1826,,on,O,,,,,,,,,,,,,,
40620,NNP,1826,,Tuesday,B-tim,,,,,,,,,,,,,,
40621,",",1826,,",",O,,,,,,,,,,,,,,
40622,CD,1826,,three,O,,,,,,,,,,,,,,
40623,JJ,1826,,British,B-gpe,,,,,,,,,,,,,,
40624,NNS,1826,,soldiers,O,,,,,,,,,,,,,,
40625,VBD,1826,,were,O,,,,,,,,,,,,,,
40626,VBN,1826,,killed,O,,,,,,,,,,,,,,
40627,IN,1826,,in,O,,,,,,,,,,,,,,
40628,DT,1826,,the,O,,,,,,,,,,,,,,
40629,JJ,1826,,same,O,,,,,,,,,,,,,,
40630,NN,1826,,province,O,,,,,,,,,,,,,,
40631,WRB,1826,,when,O,,,,,,,,,,,,,,
40632,VBN,1826,,suspected,O,,,,,,,,,,,,,,
40633,NNP,1826,,Taleban,B-org,,,,,,,,,,,,,,
40634,NNS,1826,,insurgents,O,,,,,,,,,,,,,,
40635,VBD,1826,,ambushed,O,,,,,,,,,,,,,,
40636,DT,1826,,a,O,,,,,,,,,,,,,,
40637,NNP,1826,,NATO,B-org,,,,,,,,,,,,,,
40638,NN,1826,,patrol,O,,,,,,,,,,,,,,
40639,.,1826,,.,O,,,,,,,,,,,,,,
40640,NNP,1827,,NATO,B-org,,,,,,,,,,,,,,
40641,VBD,1827,,took,O,,,,,,,,,,,,,,
40642,RP,1827,,over,O,,,,,,,,,,,,,,
40643,NN,1827,,security,O,,,,,,,,,,,,,,
40644,NNS,1827,,operations,O,,,,,,,,,,,,,,
40645,DT,1827,,this,O,,,,,,,,,,,,,,
40646,NN,1827,,week,O,,,,,,,,,,,,,,
40647,IN,1827,,from,O,,,,,,,,,,,,,,
40648,JJ,1827,,U.S.-led,O,,,,,,,,,,,,,,
40649,NN,1827,,coalition,O,,,,,,,,,,,,,,
40650,NNS,1827,,forces,O,,,,,,,,,,,,,,
40651,IN,1827,,in,O,,,,,,,,,,,,,,
40652,CD,1827,,six,O,,,,,,,,,,,,,,
40653,JJ,1827,,southern,O,,,,,,,,,,,,,,
40654,JJ,1827,,Afghan,B-gpe,,,,,,,,,,,,,,
40655,NNS,1827,,provinces,O,,,,,,,,,,,,,,
40656,.,1827,,.,O,,,,,,,,,,,,,,
40657,DT,1828,,A,O,,,,,,,,,,,,,,
40658,NN,1828,,car,O,,,,,,,,,,,,,,
40659,VBD,1828,,exploded,O,,,,,,,,,,,,,,
40660,RB,1828,,just,O,,,,,,,,,,,,,,
40661,IN,1828,,outside,O,,,,,,,,,,,,,,
40662,NNP,1828,,Afghanistan,B-geo,,,,,,,,,,,,,,
40663,POS,1828,,'s,O,,,,,,,,,,,,,,
40664,NN,1828,,capital,O,,,,,,,,,,,,,,
40665,",",1828,,",",O,,,,,,,,,,,,,,
40666,NNP,1828,,Kabul,B-per,,,,,,,,,,,,,,
40667,",",1828,,",",O,,,,,,,,,,,,,,
40668,VBG,1828,,killing,O,,,,,,,,,,,,,,
40669,CD,1828,,one,O,,,,,,,,,,,,,,
40670,NN,1828,,person,O,,,,,,,,,,,,,,
40671,IN,1828,,in,O,,,,,,,,,,,,,,
40672,DT,1828,,the,O,,,,,,,,,,,,,,
40673,NN,1828,,vehicle,O,,,,,,,,,,,,,,
40674,NNP,1828,,Wednesday,B-tim,,,,,,,,,,,,,,
40675,",",1828,,",",O,,,,,,,,,,,,,,
40676,CC,1828,,and,O,,,,,,,,,,,,,,
40677,VBG,1828,,wounding,O,,,,,,,,,,,,,,
40678,IN,1828,,at,O,,,,,,,,,,,,,,
40679,JJS,1828,,least,O,,,,,,,,,,,,,,
40680,CD,1828,,two,O,,,,,,,,,,,,,,
40681,NNS,1828,,others,O,,,,,,,,,,,,,,
40682,.,1828,,.,O,,,,,,,,,,,,,,
40683,NNS,1829,,Police,O,,,,,,,,,,,,,,
40684,VBP,1829,,say,O,,,,,,,,,,,,,,
40685,PRP,1829,,they,O,,,,,,,,,,,,,,
40686,VBP,1829,,are,O,,,,,,,,,,,,,,
40687,RB,1829,,not,O,,,,,,,,,,,,,,
40688,JJ,1829,,sure,O,,,,,,,,,,,,,,
40689,IN,1829,,if,O,,,,,,,,,,,,,,
40690,DT,1829,,the,O,,,,,,,,,,,,,,
40691,NN,1829,,blast,O,,,,,,,,,,,,,,
40692,VBD,1829,,was,O,,,,,,,,,,,,,,
40693,DT,1829,,a,O,,,,,,,,,,,,,,
40694,NN,1829,,suicide,O,,,,,,,,,,,,,,
40695,NN,1829,,attack,O,,,,,,,,,,,,,,
40696,.,1829,,.,O,,,,,,,,,,,,,,
40697,IN,1830,,At,O,,,,,,,,,,,,,,
40698,JJS,1830,,least,O,,,,,,,,,,,,,,
40699,CD,1830,,one,O,,,,,,,,,,,,,,
40700,IN,1830,,of,O,,,,,,,,,,,,,,
40701,DT,1830,,the,O,,,,,,,,,,,,,,
40702,NNS,1830,,people,O,,,,,,,,,,,,,,
40703,VBN,1830,,injured,O,,,,,,,,,,,,,,
40704,VBD,1830,,was,O,,,,,,,,,,,,,,
40705,IN,1830,,in,O,,,,,,,,,,,,,,
40706,DT,1830,,the,O,,,,,,,,,,,,,,
40707,NN,1830,,vehicle,O,,,,,,,,,,,,,,
40708,IN,1830,,at,O,,,,,,,,,,,,,,
40709,DT,1830,,the,O,,,,,,,,,,,,,,
40710,NN,1830,,time,O,,,,,,,,,,,,,,
40711,IN,1830,,of,O,,,,,,,,,,,,,,
40712,DT,1830,,the,O,,,,,,,,,,,,,,
40713,NN,1830,,explosion,O,,,,,,,,,,,,,,
40714,.,1830,,.,O,,,,,,,,,,,,,,
40715,JJ,1831,,Colombian,B-gpe,,,,,,,,,,,,,,
40716,NNS,1831,,authorities,O,,,,,,,,,,,,,,
40717,VBP,1831,,say,O,,,,,,,,,,,,,,
40718,JJ,1831,,leftist,O,,,,,,,,,,,,,,
40719,NNS,1831,,rebels,O,,,,,,,,,,,,,,
40720,VBP,1831,,have,O,,,,,,,,,,,,,,
40721,VBN,1831,,attacked,O,,,,,,,,,,,,,,
40722,DT,1831,,a,O,,,,,,,,,,,,,,
40723,JJ,1831,,military,O,,,,,,,,,,,,,,
40724,NN,1831,,convoy,O,,,,,,,,,,,,,,
40725,IN,1831,,in,O,,,,,,,,,,,,,,
40726,JJ,1831,,southern,O,,,,,,,,,,,,,,
40727,NNP,1831,,Colombia,B-geo,,,,,,,,,,,,,,
40728,IN,1831,,with,O,,,,,,,,,,,,,,
40729,NNS,1831,,explosives,O,,,,,,,,,,,,,,
40730,",",1831,,",",O,,,,,,,,,,,,,,
40731,VBG,1831,,killing,O,,,,,,,,,,,,,,
40732,CD,1831,,10,O,,,,,,,,,,,,,,
40733,NNS,1831,,servicemen,O,,,,,,,,,,,,,,
40734,.,1831,,.,O,,,,,,,,,,,,,,
40735,DT,1832,,A,O,,,,,,,,,,,,,,
40736,JJ,1832,,military,O,,,,,,,,,,,,,,
40737,NN,1832,,commander,O,,,,,,,,,,,,,,
40738,VBZ,1832,,says,O,,,,,,,,,,,,,,
40739,DT,1832,,the,O,,,,,,,,,,,,,,
40740,NN,1832,,attack,O,,,,,,,,,,,,,,
40741,VBD,1832,,was,O,,,,,,,,,,,,,,
40742,VBN,1832,,carried,O,,,,,,,,,,,,,,
40743,RP,1832,,out,O,,,,,,,,,,,,,,
40744,IN,1832,,by,O,,,,,,,,,,,,,,
40745,DT,1832,,the,O,,,,,,,,,,,,,,
40746,NNP,1832,,Revolutionary,B-org,,,,,,,,,,,,,,
40747,NNP,1832,,Armed,I-org,,,,,,,,,,,,,,
40748,NNS,1832,,Forces,O,,,,,,,,,,,,,,
40749,IN,1832,,of,O,,,,,,,,,,,,,,
40750,NNP,1832,,Colombia,B-geo,,,,,,,,,,,,,,
40751,LRB,1832,,(,O,,,,,,,,,,,,,,
40752,NNP,1832,,FARC,B-geo,,,,,,,,,,,,,,
40753,RRB,1832,,),O,,,,,,,,,,,,,,
40754,IN,1832,,in,O,,,,,,,,,,,,,,
40755,NNP,1832,,Putumayo,B-geo,,,,,,,,,,,,,,
40756,NN,1832,,state,O,,,,,,,,,,,,,,
40757,",",1832,,",",O,,,,,,,,,,,,,,
40758,CD,1832,,one,O,,,,,,,,,,,,,,
40759,IN,1832,,of,O,,,,,,,,,,,,,,
40760,NNP,1832,,Colombia,B-geo,,,,,,,,,,,,,,
40761,POS,1832,,'s,O,,,,,,,,,,,,,,
40762,JJS,1832,,biggest,O,,,,,,,,,,,,,,
40763,JJ,1832,,cocaine-producing,O,,,,,,,,,,,,,,
40764,NNS,1832,,regions,O,,,,,,,,,,,,,,
40765,.,1832,,.,O,,,,,,,,,,,,,,
40766,DT,1833,,The,O,,,,,,,,,,,,,,
40767,NNP,1833,,FARC,B-org,,,,,,,,,,,,,,
40768,",",1833,,",",O,,,,,,,,,,,,,,
40769,IN,1833,,along,O,,,,,,,,,,,,,,
40770,IN,1833,,with,O,,,,,,,,,,,,,,
40771,DT,1833,,a,O,,,,,,,,,,,,,,
40772,JJR,1833,,smaller,O,,,,,,,,,,,,,,
40773,NN,1833,,rebel,O,,,,,,,,,,,,,,
40774,NN,1833,,group,O,,,,,,,,,,,,,,
